partner,participant,gender,no_participants
KOLPING,NGO_EAs,female,1
KOLPING,NGO_staff,female,1
KOLPING,farmers,female,4
KOLPING,government_staff,female,0
KOLPING,NGO_EAs,female,1
KOLPING,NGO_staff,female,1
KOLPING,farmers,female,11
KOLPING,government_EAs,female,1
KOLPING,NGO_EAs,female,1
KOLPING,NGO_staff,female,1
KOLPING,farmers,female,9
KOLPING,government_EAs,female,0
KOLPING,NGO_staff,female,2
KOLPING,farmers,female,6
KOLPING,government_staff,female,0
KOLPING,NGO_EAs,female,1
KOLPING,NGO_staff,female,1
MEDA,farmers,female,6
MEDA,government_EAs,female,0
FUAM,farmers,female,6
FUAM,farmers,female,15
FUAM,farmers,female,8
MEDA,farmers,female,6
CAVAII,farmers,female,0
CAVAII,government_EAs,female,0
CAVAII,farmers,female,3
MEDA,farmers,female,11
MEDA,others,female,1
KOLPING,farmers,female,12
KOLPING,farmers,female,20
KOLPING,farmers,female,11
KOLPING,farmers,female,14
KOLPING,farmers,female,15
Kilimo_Joint,farmers,female,5
Kilimo_Joint,farmers,female,3
MEDA,farmers,female,3
Kilimo_Joint,farmers,female,9
FCI,farmers,female,38
FCI,government_EAs,female,0
TFNC,farmers,female,7
MEDA,farmers,female,6
MEDA,government_EAs,female,0
Notore,farmers,female,1
Kilimo_Joint,farmers,female,10
Kilimo_Joint,farmers,female,35
SG2000,farmers,female,8
MEDA,farmers,female,7
FUAM,farmers,female,0
MEDA,farmers,female,7
MEDA,farmers,female,23
MEDA,government_EAs,female,0
TFNC,farmers,female,12
TFNC,NA,female,12
SG2000,farmers,female,1
SG2000,farmers,female,7
TFNC,farmers,female,6
JDPM,farmers,female,0
JDPM,farmers,female,7
MEDA,farmers,female,14
MEDA,farmers,female,10
MEDA,government_EAs,female,0
MEDA,farmers,female,20
MEDA,government_EAs,female,0
MEDA,farmers,female,7
TFNC,farmers,female,6
TFNC,others,female,0
TFNC,farmers,female,3
TFNC,farmers,female,2
Kilimo_Joint,farmers,female,10
Kilimo_Joint,farmers,female,11
Kilimo_Joint,farmers,female,5
Kilimo_Joint,NA,female,5
Kilimo_Joint,farmers,female,5
MEDA,farmers,female,5
MEDA,others,female,0
JDPM,farmers,female,6
MEDA,farmers,female,3
JDPM,farmers,female,22
FUAM,government_EAs,female,1
CAVAII,farmers,female,15
CIA_GED,farmers,female,11
SG2000,farmers,female,27
CAVAII,farmers,female,16
FUAM,government_EAs,female,13
TFNC,farmers,female,22
TFNC,government_EAs,female,1
FUAM,farmers,female,10
MEDA,farmers,female,2
OAU,farmers,female,22
OAU,NA,female,22
OAU,farmers,female,1
FUAM,farmers,female,25
SG2000,farmers,female,1
SG2000,farmers,female,0
SG2000,government_EAs,female,1
MEDA,farmers,female,6
MEDA,government_EAs,female,0
MEDA,farmers,female,2
MEDA,government_EAs,female,1
JDPM,farmers,female,23
JDPM,NGO_staff,female,0
JDPM,farmers,female,4
JDPM,NGO_staff,female,0
JDPM,farmers,female,8
JDPM,NGO_staff,female,0
MEDA,farmers,female,2
JDPM,farmers,female,4
JDPM,NGO_staff,female,0
JDPM,farmers,female,42
JDPM,NGO_staff,female,0
JDPM,farmers,female,20
JDPM,NGO_staff,female,0
FUAM,farmers,female,6
MEDA,farmers,female,9
MEDA,government_EAs,female,0
MEDA,private_staff,female,0
MEDA,researchers,female,2
MEDA,farmers,female,18
MEDA,government_EAs,female,0
Gemehaam_Bees_Limited,farmers,female,4
Gemehaam_Bees_Limited,farmers,female,1
Gemehaam_Bees_Limited,farmers,female,6
FUAM,farmers,female,18
MEDA,farmers,female,8
FCI,farmers,female,12
FCI,government_EAs,female,1
FUAM,farmers,female,11
FUAM,farmers,female,5
MEDA,farmers,female,7
MEDA,farmers,female,14
MEDA,farmers,female,30
OYSADEP,farmers,female,0
OYSADEP,NA,female,0
OYSADEP,farmers,female,4
JDPM,farmers,female,16
JDPM,farmers,female,9
FADAMA,farmers,female,33
MEDA,farmers,female,11
MEDA,farmers,female,12
MEDA,government_EAs,female,0
FUAM,government_EAs,female,2
TFNC,government_EAs,female,4
TFNC,farmers,female,1
TFNC,government_staff,female,2
KOLPING,farmers,female,2
KOLPING,government_EAs,female,5
FUAM,farmers,female,5
MEDA,government_EAs,female,0
MEDA,farmers,female,0
MEDA,farmers,female,15
MEDA,government_EAs,female,0
Minjingu,private_EAs,female,6
KOLPING,farmers,female,4
KOLPING,government_EAs,female,6
KOLPING,NA,female,10
Minjingu,farmers,female,30
Minjingu,others,female,1
MEDA,farmers,female,7
FUAM,farmers,female,1
OYSADEP,farmers,female,9
OYSADEP,government_staff,female,0
SG2000,farmers,female,11
SG2000,government_EAs,female,0
KOLPING,farmers,female,107
KOLPING,farmers,female,1
KOLPING,farmers,female,145
JDPM,farmers,female,20
JDPM,NGO_EAs,female,0
JDPM,NGO_staff,female,0
FUAM,farmers,female,8
OYSADEP,farmers,female,5
MEDA,farmers,female,2
MEDA,farmers,female,14
MEDA,government_EAs,female,1
MEDA,farmers,female,15
MEDA,government_EAs,female,0
KOLPING,farmers,female,99
MEDA,farmers,female,0
MEDA,government_EAs,female,0
MEDA,farmers,female,4
MEDA,government_EAs,female,0
MEDA,farmers,female,0
MEDA,government_EAs,female,0
MEDA,farmers,female,4
MEDA,government_EAs,female,0
MEDA,farmers,female,9
MEDA,government_EAs,female,0
MEDA,farmers,female,4
MEDA,government_EAs,female,0
MEDA,farmers,female,2
MEDA,government_EAs,female,0
MEDA,farmers,female,3
MEDA,farmers,female,10
MEDA,government_EAs,female,0
MEDA,farmers,female,2
MEDA,government_EAs,female,0
TFNC,farmers,female,25
TFNC,government_EAs,female,0
Psaltry,private_EAs,female,0
Psaltry,farmers,female,2
OYSADEP,farmers,female,2
OYSADEP,government_EAs,female,0
MEDA,government_EAs,female,9
MEDA,farmers,female,1
FUAM,farmers,female,1
MEDA,farmers,female,2
MEDA,government_EAs,female,0
SG2000,farmers,female,16
SG2000,researchers,female,0
Notore,farmers,female,6
FCI,farmers,female,15
TFNC,farmers,female,7
TFNC,government_staff,female,1
MEDA,farmers,female,0
MEDA,government_EAs,female,0
Kilimo_Joint,farmers,female,10
Kilimo_Joint,farmers,female,4
Kilimo_Joint,government_EAs,female,3
Kilimo_Joint,farmers,female,5
Kilimo_Joint,farmers,female,15
Kilimo_Joint,government_EAs,female,0
Kilimo_Joint,farmers,female,16
Kilimo_Joint,government_EAs,female,0
Kilimo_Joint,others,female,6
Kilimo_Joint,government_EAs,female,0
CIA_GED,farmers,female,21
CAVAII,farmers,female,13
CAVAII,government_EAs,female,0
Getit_Agribusiness_Consulting,farmers,female,123
FUAM,farmers,female,10
CAVAII,farmers,female,11
CAVAII,farmers,female,24
CAVAII,farmers,female,7
SG2000,farmers,female,16
Notore,farmers,female,0
IITA,government_EAs,female,5
FUAM,farmers,female,4
FUAM,farmers,female,9
FUAM,farmers,female,15
FUAM,NA,female,0
MEDA,farmers,female,19
FUAM,farmers,female,18
KOLPING,farmers,female,60
KOLPING,others,female,0
MEDA,farmers,female,6
MEDA,government_EAs,female,0
FUAM,farmers,female,3
FUAM,government_EAs,female,0
OYSCGA,farmers,female,3
KOLPING,farmers,female,8
OYSCGA,farmers,female,13
MEDA,farmers,female,7
MEDA,government_EAs,female,1
MEDA,NA,female,7
OYSADEP,farmers,female,13
OAU,farmers,female,19
OAU,others,female,11
SG2000,farmers,female,9
JDPM,farmers,female,3
JDPM,NGO_EAs,female,1
OYSADEP,farmers,female,17
MEDA,farmers,female,18
Kilimo_Joint,farmers,female,8
Kilimo_Joint,farmers,female,10
MEDA,farmers,female,12
FUAM,farmers,female,8
OYSADEP,farmers,female,4
CAVAII,farmers,female,14
CAVAII,government_EAs,female,0
FUAM,farmers,female,7
FUAM,farmers,female,6
FUAM,farmers,female,13
FUAM,farmers,female,8
MEDA,farmers,female,39
OYSCGA,farmers,female,16
OYSCGA,farmers,female,2
CAVAII,farmers,female,7
SG2000,farmers,female,16
SG2000,government_EAs,female,0
CAVAII,farmers,female,8
CIA_GED,farmers,female,4
CIA_GED,farmers,female,10
FUAM,farmers,female,8
FUAM,farmers,female,4
OAU,government_staff,female,1
OAU,researchers,female,0
OAU,farmers,female,7
FUAM,farmers,female,5
FUAM,farmers,female,3
FUAM,farmers,female,4
FUAM,farmers,female,1
CIA_GED,farmers,female,12
CIA_GED,NGO_EAs,female,0
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,female,18
MEDA,farmers,female,4
CAVAII,farmers,female,4
JDPM,farmers,female,9
JDPM,NGO_EAs,female,0
MEDA,farmers,female,260
MEDA,government_EAs,female,4
MEDA,farmers,female,14
MEDA,government_EAs,female,0
MEDA,government_staff,female,0
IITA,private_staff,female,2
MEDA,farmers,female,67
MEDA,NA,female,67
MEDA,NA,female,67
MEDA,NA,female,67
MEDA,NA,female,67
MEDA,NA,female,67
MEDA,NA,female,67
MEDA,NA,female,67
MEDA,NA,female,67
FUAM,farmers,female,32
FUAM,farmers,female,3
MEDA,government_EAs,female,8
MEDA,NA,female,8
SG2000,farmers,female,6
SG2000,government_EAs,female,0
MEDA,farmers,female,2
Psaltry,farmers,female,25
OYSCGA,farmers,female,6
OYSCGA,government_EAs,female,5
OYSCGA,NA,female,11
FUAM,farmers,female,8
FUAM,farmers,female,1
OYSCGA,farmers,female,6
Psaltry,farmers,female,36
IITA,private_staff,female,2
FUAM,farmers,female,3
IITA,farmers,female,2
IITA,NA,female,0
IITA,NA,female,0
IITA,farmers,female,9
IITA,NA,female,0
IITA,NA,female,0
MEDA,farmers,female,3
IITA,farmers,female,14
IITA,NGO_EAs,female,1
IITA,NA,female,1
TFNC,farmers,female,9
TFNC,government_EAs,female,0
OYSADEP,farmers,female,0
FUAM,farmers,female,7
FUAM,farmers,female,2
FUAM,farmers,female,2
FUAM,farmers,female,0
MEDA,farmers,female,4
MEDA,government_EAs,female,0
MEDA,farmers,female,0
MEDA,government_EAs,female,0
FUAM,farmers,female,6
MEDA,farmers,female,7
FUAM,farmers,female,5
OYSCGA,farmers,female,0
OYSCGA,farmers,female,1
FUAM,farmers,female,6
FUAM,farmers,female,10
KOLPING,farmers,female,2
KOLPING,farmers,female,10
FUAM,government_EAs,female,4
FUAM,farmers,female,11
Notore,farmers,female,32
MEDA,farmers,female,4
FUAM,farmers,female,5
KOLPING,farmers,female,10
KOLPING,others,female,0
KOLPING,farmers,female,74
KOLPING,others,female,0
FUAM,farmers,female,7
OYSCGA,farmers,female,6
OYSCGA,farmers,female,5
OYSCGA,farmers,female,3
OYSCGA,farmers,female,8
OYSCGA,farmers,female,11
FUAM,farmers,female,4
MEDA,farmers,female,3
FUAM,farmers,female,3
FUAM,farmers,female,9
FUAM,farmers,female,4
FUAM,farmers,female,1
FUAM,farmers,female,14
FUAM,farmers,female,10
TFNC,farmers,female,11
TFNC,farmers,female,13
MEDA,farmers,female,8
MEDA,farmers,female,0
MEDA,government_EAs,female,0
MEDA,farmers,female,5
SG2000,farmers,female,0
MEDA,farmers,female,0
MEDA,government_EAs,female,0
MEDA,others,female,0
MEDA,farmers,female,14
MEDA,government_EAs,female,0
MEDA,farmers,female,10
MEDA,government_EAs,female,0
FUAM,government_EAs,female,6
Notore,farmers,female,37
Notore,farmers,female,39
Psaltry,farmers,female,150
TFNC,farmers,female,12
TFNC,government_EAs,female,3
TFNC,government_staff,female,0
TFNC,NGO_EAs,female,3
TFNC,NGO_staff,female,0
TFNC,private_EAs,female,15
TFNC,private_staff,female,0
TFNC,others,female,0
TFNC,researchers,female,1
Psaltry,farmers,female,6
Psaltry,private_EAs,female,0
MEDA,farmers,female,10
TFNC,farmers,female,4
FUAM,farmers,female,1
FUAM,farmers,female,1
SG2000,farmers,female,13
SG2000,government_EAs,female,1
MEDA,farmers,female,0
MEDA,government_EAs,female,0
MEDA,NA,female,0
Notore,farmers,female,26
KOLPING,farmers,female,9
FUAM,farmers,female,0
CAVAII,farmers,female,7
CAVAII,farmers,female,24
MEDA,farmers,female,11
MEDA,farmers,female,8
MEDA,government_EAs,female,0
MEDA,farmers,female,0
MEDA,government_EAs,female,0
FUAM,farmers,female,6
Psaltry,farmers,female,13
Notore,farmers,female,19
KOLPING,farmers,female,36
KOLPING,others,female,1
OYSCGA,farmers,female,6
OYSCGA,farmers,female,0
OYSCGA,farmers,female,7
FUAM,farmers,female,6
MEDA,farmers,female,6
MEDA,farmers,female,16
TFNC,farmers,female,17
KOLPING,farmers,female,138
FUAM,government_EAs,female,10
FCI,farmers,female,183
FCI,government_EAs,female,13
FCI,government_staff,female,10
FCI,researchers,female,10
FCI,others,female,154
FCI,NGO_EAs,female,2
KOLPING,farmers,female,353
FCI,farmers,female,235
FCI,government_EAs,female,8
FCI,others,female,24
FCI,private_EAs,female,27
FCI,government_staff,female,3
FCI,NA,female,2
FCI,NA,female,1
MEDA,farmers,female,6
Kilimo_Joint,farmers,female,10
Kilimo_Joint,government_EAs,female,0
SG2000,farmers,female,10
OSCD,farmers,female,20
FUAM,farmers,female,9
MEDA,farmers,female,10
MEDA,farmers,female,5
MEDA,others,female,0
MEDA,farmers,female,1
MEDA,others,female,0
MEDA,farmers,female,4
MEDA,others,female,11
MEDA,farmers,female,0
MEDA,government_EAs,female,0
MEDA,others,female,0
Kilimo_Joint,farmers,female,11
Kilimo_Joint,government_EAs,female,0
TFNC,farmers,female,6
TFNC,farmers,female,3
FUAM,government_EAs,female,9
TFNC,farmers,female,18
OYSADEP,farmers,female,7
MEDA,farmers,female,3
FUAM,farmers,female,3
TFNC,farmers,female,18
TFNC,government_EAs,female,3
TFNC,others,female,4
IITA,farmers,female,17
IITA,government_EAs,female,0
IITA,others,female,0
SG2000,farmers,female,11
FUAM,farmers,female,2
KOLPING,farmers,female,350
FUAM,farmers,female,2
KOLPING,farmers,female,35
KOLPING,others,female,0
IITA,farmers,female,10
IITA,others,female,1
IITA,farmers,female,32
IITA,others,female,0
MEDA,farmers,female,12
IITA,farmers,female,14
IITA,government_EAs,female,0
TFNC,farmers,female,257
KOLPING,farmers,female,17
Kilimo_Joint,farmers,female,14
Kilimo_Joint,government_EAs,female,0
KOLPING,farmers,female,59
Kilimo_Joint,farmers,female,1
Kilimo_Joint,government_EAs,female,0
OYSADEP,farmers,female,2
OYSADEP,government_staff,female,2
OYSADEP,farmers,female,30
OYSADEP,farmers,female,11
Kilimo_Joint,farmers,female,2
Kilimo_Joint,others,female,1
MEDA,farmers,female,5
Notore,farmers,female,8
Notore,farmers,female,6
Notore,private_EAs,female,0
Psaltry,farmers,female,27
Psaltry,private_EAs,female,0
Psaltry,farmers,female,15
Psaltry,private_EAs,female,0
Psaltry,farmers,female,50
IITA,farmers,female,11
MEDA,farmers,female,30
MEDA,government_EAs,female,6
MEDA,NGO_EAs,female,2
MEDA,private_EAs,female,2
MEDA,private_staff,female,2
MEDA,researchers,female,0
MEDA,government_staff,female,4
MEDA,farmers,female,60
MEDA,NA,female,60
MEDA,farmers,female,31
SG2000,farmers,female,7
MEDA,farmers,female,6
SG2000,farmers,female,6
SG2000,NA,female,6
SG2000,farmers,female,14
SG2000,government_EAs,female,0
JDPM,farmers,female,7
JDPM,NGO_EAs,female,0
CAVAII,farmers,female,6
Kilimo_Joint,farmers,female,15
Kilimo_Joint,government_EAs,female,0
MEDA,farmers,female,16
Kilimo_Joint,farmers,female,4
Kilimo_Joint,government_EAs,female,0
MEDA,farmers,female,1
MEDA,government_EAs,female,0
OYSCGA,farmers,female,42
MEDA,farmers,female,19
SG2000,farmers,female,2
SG2000,farmers,female,0
SG2000,government_EAs,female,1
OYSADEP,farmers,female,3
OYSADEP,farmers,female,11
TARI,farmers,female,60
TARI,government_EAs,female,10
TARI,researchers,female,10
TARI,NGO_staff,female,15
TARI,private_staff,female,8
TARI,others,female,0
TFNC,farmers,female,6
TFNC,farmers,female,8
SG2000,farmers,female,5
FUAM,farmers,female,7
MEDA,farmers,female,20
MEDA,farmers,female,19
MEDA,farmers,female,11
OYSCGA,farmers,female,26
OYSCGA,farmers,female,0
FUAM,farmers,female,5
FUAM,farmers,female,54
FUAM,farmers,female,10
SG2000,farmers,female,3
SG2000,farmers,female,1
SG2000,farmers,female,4
SG2000,farmers,female,5
MEDA,farmers,female,20
FUAM,farmers,female,16
CAVAII,farmers,female,35
MEDA,farmers,female,21
MEDA,government_EAs,female,0
MEDA,farmers,female,10
MEDA,government_EAs,female,0
MEDA,farmers,female,21
MEDA,government_EAs,female,1
MEDA,NA,female,0
MEDA,farmers,female,3
MEDA,government_EAs,female,0
MEDA,government_EAs,female,0
MEDA,farmers,female,0
MEDA,farmers,female,7
MEDA,government_EAs,female,0
MEDA,farmers,female,11
MEDA,farmers,female,14
MEDA,farmers,female,15
FUAM,farmers,female,10
FUAM,farmers,female,4
FUAM,farmers,female,9
FUAM,farmers,female,7
SG2000,farmers,female,3
FUAM,farmers,female,9
SG2000,farmers,female,4
SG2000,farmers,female,3
JDPM,farmers,female,33
JDPM,NGO_EAs,female,0
JDPM,NGO_staff,female,0
JDPM,others,female,1
FUAM,farmers,female,3
MEDA,farmers,female,17
MEDA,farmers,female,130
MEDA,others,female,8
FUAM,farmers,female,6
SG2000,farmers,female,2
FUAM,farmers,female,6
FUAM,farmers,female,2
FUAM,farmers,female,11
FUAM,farmers,female,8
SG2000,farmers,female,8
SG2000,farmers,female,11
SG2000,farmers,female,7
FUAM,farmers,female,4
MEDA,farmers,female,10
SG2000,farmers,female,8
SG2000,farmers,female,14
SG2000,farmers,female,21
SG2000,farmers,female,9
FUAM,farmers,female,7
TFNC,farmers,female,66
TFNC,government_staff,female,3
TFNC,private_EAs,female,4
TFNC,farmers,female,27
TFNC,NGO_EAs,female,1
TFNC,farmers,female,18
TFNC,farmers,female,12
KOLPING,farmers,female,237
KOLPING,NA,female,1
MEDA,farmers,female,16
KOLPING,farmers,female,69
KOLPING,NGO_EAs,female,1
TFNC,government_EAs,female,2
Kilimo_Joint,farmers,female,7
TFNC,government_staff,female,4
KOLPING,farmers,female,232
KOLPING,farmers,female,1
KOLPING,NGO_EAs,female,1
KOLPING,farmers,female,716
KOLPING,NGO_EAs,female,1
Psaltry,farmers,female,7
Psaltry,others,female,1
Psaltry,farmers,female,6
Psaltry,private_EAs,female,1
FUAM,farmers,female,1
MEDA,farmers,female,16
KOLPING,farmers,female,39
KOLPING,farmers,female,43
KOLPING,farmers,female,135
SG2000,farmers,female,0
SG2000,farmers,female,7
Kilimo_Joint,farmers,female,42
Kilimo_Joint,farmers,female,16
Kilimo_Joint,private_staff,female,1
KOLPING,farmers,female,99
SG2000,farmers,female,9
SG2000,government_EAs,female,0
SG2000,others,female,1
FUAM,farmers,female,1
MEDA,farmers,female,15
KOLPING,farmers,female,58
KOLPING,NA,female,58
KOLPING,farmers,female,23
KOLPING,NA,female,23
KOLPING,farmers,female,29
KOLPING,NA,female,29
KOLPING,farmers,female,41
KOLPING,NA,female,1
JDPM,farmers,female,7
JDPM,NGO_EAs,female,0
JDPM,NGO_staff,female,0
JDPM,NA,female,7
OYSCGA,farmers,female,0
OYSCGA,farmers,female,1
OYSCGA,farmers,female,23
OYSCGA,farmers,female,2
OYSCGA,NA,female,2
OYSCGA,NGO_EAs,female,2
MEDA,farmers,female,6
OYSCGA,private_EAs,female,5
FUAM,farmers,female,5
FUAM,farmers,female,0
Notore,farmers,female,5
FUAM,farmers,female,4
FUAM,farmers,female,7
FUAM,farmers,female,7
FUAM,farmers,female,10
FUAM,farmers,female,20
FUAM,farmers,female,7
MEDA,farmers,female,5
FUAM,farmers,female,1
FUAM,farmers,female,8
FUAM,farmers,female,4
Psaltry,farmers,female,7
Psaltry,private_EAs,female,2
FUAM,farmers,female,7
